geneid	taxid	debref	symbol	Full_name_from_nomenclature_authority
34169	7227	FBgn0032042	CG13398	-
34170	7227	FBgn0027932	Akap200	A kinase anchor protein 200
34171	7227	FBgn0001137	grk	gurken
34172	7227	FBgn0027490	D12	-
34175	7227	FBgn0027780	U26	-
34176	7227	FBgn0026718	fu12	-
34177	7227	FBgn0029173	fu2	-
34179	7227	FBgn0262029	d	dachs
34180	7227	FBgn0032047	CG13088	-
34181	7227	FBgn0032048	Dh31	Diuretic hormone 31
34182	7227	FBgn0032049	Bace	beta-site APP-cleaving enzyme
34183	7227	FBgn0032050	CG13096	-
34184	7227	FBgn0032051	CG13097	-
34185	7227	FBgn0032052	PIG-U	Phosphatidylinositol glycan anchor biosynthesis, class U ortholog (H. sapiens)
34186	7227	FBgn0032053	mRpL51	mitochondrial ribosomal protein L51
34187	7227	FBgn0032054	CG13090	-
34188	7227	FBgn0032055	CG13091	-
34189	7227	FBgn0016122	Acer	Angiotensin-converting enzyme-related
34191	7227	FBgn0028394	CG17834	-
34192	7227	FBgn0011259	Sema-1a	-
34193	7227	FBgn0001114	Glt	Glutactin
34194	7227	FBgn0032057	CG9287	-
34195	7227	FBgn0032058	CG9289	-
34196	7227	FBgn0032059	PrBP	Prenyl-binding protein
34197	7227	FBgn0260861	Trs23	TRAPP subunit 23 ortholog (S. cerevisiae)
34198	7227	FBgn0032061	CG9314	-
34202	7227	FBgn0032065	CG12438	-
34203	7227	FBgn0032066	LManIII	Lysosomal alpha-mannosidase III
34204	7227	FBgn0032067	LManIV	Lysosomal alpha-mannosidase IV
34205	7227	FBgn0032068	LManV	Lysosomal alpha-mannosidase V
34206	7227	FBgn0032069	LManVI	Lysosomal alpha-mannosidase VI
34208	7227	FBgn0052986	CG32986	-
34209	7227	FBgn0032072	CG9483	-
34211	7227	FBgn0032074	Tsp29Fa	Tetraspanin 29Fa
34212	7227	FBgn0032075	Tsp29Fb	Tetraspanin 29Fb
34215	7227	FBgn0032078	C1GalTA	Core 1 Galactosyltransferase A
34217	7227	FBgn0032080	CG9525	-
34218	7227	FBgn0052984	CG32984	-
34219	7227	FBgn0032082	CG18088	-
34220	7227	FBgn0032083	CG9541	-
34221	7227	FBgn0032084	CG13101	-
34222	7227	FBgn0011705	rost	rolling stone
34223	7227	FBgn0032085	CG9555	-
34224	7227	FBgn0032086	CG17906	-
34225	7227	FBgn0013746	alien	-
34226	7227	FBgn0015316	Try29F	Trypsin 29F
34227	7227	FBgn0032087	CG9568	-
34228	7227	FBgn0032088	CG13102	-
34229	7227	FBgn0032089	Rcd-1r	Rcd-1 related
34230	7227	FBgn0032090	CG9582	-
34231	7227	FBgn0051708	DIP-zeta	Dpr-interacting protein zeta
34234	7227	FBgn0032094	CG12439	-
34235	7227	FBgn0032095	Toll-4	-
34236	7227	FBgn0032096	Or30a	Odorant receptor 30a
34237	7227	FBgn0052982	CG32982	-
34240	7227	FBgn0032100	CG13108	-
34241	7227	FBgn0032101	CG9586	-
34242	7227	FBgn0041092	tai	taiman
34244	7227	FBgn0032104	aust	australin
34245	7227	FBgn0032105	borr	borealin-related
34249	7227	FBgn0032109	CG17005	-
34250	7227	FBgn0010314	Cks30A	Cyclin-dependent kinase subunit 30A
34251	7227	FBgn0026439	Eaat1	Excitatory amino acid transporter 1
34252	7227	FBgn0032110	CG3748	-
34253	7227	FBgn0032111	CG13110	-
34256	7227	FBgn0012036	Aldh	Aldehyde dehydrogenase
34257	7227	FBgn0032115	CG4438	-
34258	7227	FBgn0032116	Mco1	Multicopper oxidase-1
34259	7227	FBgn0000640	Fbp2	Fat body protein 2
34260	7227	FBgn0032117	FucTB	-
34262	7227	FBgn0032119	CG3769	-
34263	7227	FBgn0002973	numb	-
34264	7227	FBgn0004868	Gdi	GDP dissociation inhibitor
34268	7227	FBgn0032123	Oatp30B	Organic anion transporting polypeptide 30B
34269	7227	FBgn0032124	CG17855	-
34270	7227	FBgn0032125	Cpr30B	Cuticular protein 30B
34271	7227	FBgn0032126	CG13113	-
34272	7227	FBgn0032127	CG13114	-
34274	7227	FBgn0032129	jp	junctophilin
34275	7227	FBgn0032130	CG3838	-
34276	7227	FBgn0028479	Mtpalpha	Mitochondrial trifunctional protein alpha subunit
34277	7227	FBgn0014179	gcm	glial cells missing
34278	7227	FBgn0032131	CG3841	-
34279	7227	FBgn0032132	CG4382	-
34280	7227	FBgn0019809	gcm2	-
34281	7227	FBgn0040070	Trx-2	thioredoxin-2
34282	7227	FBgn0032135	GlcAT-S	-
34283	7227	FBgn0032136	Apoltp	Apolipoprotein lipid transfer particle
34284	7227	FBgn0000273	Pka-C1	Protein kinase, cAMP-dependent, catalytic subunit 1
34286	7227	FBgn0011207	pelo	pelota
34287	7227	FBgn0032138	CG4364	-
34288	7227	FBgn0032139	CG13116	-
34289	7227	FBgn0032140	CG13117	-
34291	7227	FBgn0015035	Cyp4e3	Cytochrome P450-4e3
34292	7227	FBgn0270924	zf30C	zinc finger protein 30C
34293	7227	FBgn0011291	Taf11	TBP-associated factor 11
34294	7227	FBgn0283478	und	uninitiated
34295	7227	FBgn0265001	ppk18	pickpocket 18
34296	7227	FBgn0032143	CG4017	-
34297	7227	FBgn0032144	CG17633	-
34299	7227	FBgn0065109	ppk11	pickpocket 11
34300	7227	FBgn0032147	IP3K1	Inositol 1,4,5-triphosphate kinase 1
34302	7227	FBgn0032149	CG4036	-
34303	7227	FBgn0032150	CG13123	-
34304	7227	FBgn0032151	nAChRalpha6	nicotinic Acetylcholine Receptor alpha6
34306	7227	FBgn0032153	CG4537	-
34307	7227	FBgn0032154	mtDNA-helicase	mitochondrial DNA helicase
34309	7227	FBgn0004867	RpS2	Ribosomal protein S2
34310	7227	FBgn0032156	CG13124	-
34311	7227	FBgn0032157	Etl1	Etl1 homologue
34312	7227	FBgn0024285	Srp54	-
34313	7227	FBgn0040064	yip2	yippee interacting protein 2
34314	7227	FBgn0025700	CG5885	-
34315	7227	FBgn0032160	CG4598	-
34316	7227	FBgn0032161	CG4594	-
34317	7227	FBgn0032162	CG4592	-
34318	7227	FBgn0032163	TbCMF46	-
34319	7227	FBgn0259712	CG42366	-
34320	7227	FBgn0051712	CG31712	-
34321	7227	FBgn0032166	CG4619	-
34322	7227	FBgn0032167	CG5853	-
34323	7227	FBgn0032168	CG13126	-
34324	7227	FBgn0032169	CG4709	-
34325	7227	FBgn0032170	CG4658	-
34326	7227	FBgn0032171	CG5846	-
34327	7227	FBgn0032172	CG5850	-
34328	7227	FBgn0015664	Dref	DNA replication-related element factor
34329	7227	FBgn0011272	RpL13	Ribosomal protein L13
34330	7227	FBgn0000180	bib	big brain
34331	7227	FBgn0051755	SoYb	Sister of Yb
34333	7227	FBgn0011584	Trp1	Translocation protein 1
34334	7227	FBgn0032175	CG13131	-
34335	7227	FBgn0032176	CG13127	-
34336	7227	FBgn0027600	obst-B	obstructor-B
34338	7227	FBgn0267727	Pen	Pendulin
34339	7227	FBgn0032178	Spn31A	Serpin 31A
34341	7227	FBgn0265002	CG44153	-
34342	7227	FBgn0032181	CG13133	-
34345	7227	FBgn0032184	CG13135	-
34348	7227	FBgn0032187	CG4839	-
34349	7227	FBgn0032188	CG13137	-
34350	7227	FBgn0028675	Sur	Sulfonylurea receptor
34351	7227	FBgn0032189	Ripalpha	RPA-interacting protein alpha
34352	7227	FBgn0005593	RpL7	Ribosomal protein L7
34353	7227	FBgn0085188	CG34159	-
34354	7227	FBgn0032191	CG5734	-
34355	7227	FBgn0032192	CG5731	-
34356	7227	FBgn0032193	CG5727	-
34357	7227	FBgn0032194	CG4901	-
34358	7227	FBgn0024320	Npc1a	Niemann-Pick type C-1a
34359	7227	FBgn0250843	Prosalpha6	Proteasome alpha6 subunit
34360	7227	FBgn0032195	CG4908	-
34361	7227	FBgn0032196	CG5708	-
34362	7227	FBgn0032197	CG5694	-
34363	7227	FBgn0032198	eEF1delta	-
34364	7227	FBgn0004419	me31B	maternal expression at 31B
34367	7227	FBgn0010407	Ror	-
34368	7227	FBgn0032200	CG5676	-
34370	7227	FBgn0011305	Rsf1	Repressor splicing factor 1
34371	7227	FBgn0032202	REPTOR-BP	REPTOR-binding partner
34372	7227	FBgn0259482	Mob3	-
34373	7227	FBgn0032204	CG4953	-
34374	7227	FBgn0032205	CG4957	-
34376	7227	FBgn0003751	trk	trunk
34377	7227	FBgn0260749	Utx	Utx histone demethylase
34378	7227	FBgn0032208	CG5604	-
34379	7227	FBgn0032209	Hand	-
34380	7227	FBgn0032210	CYLD	cylindromatosis ortholog (H. sapiens)
34381	7227	FBgn0032211	CG13138	-
34383	7227	FBgn0032213	CG5390	-
34384	7227	FBgn0032214	CG4968	-
34385	7227	FBgn0027491	Cdk5alpha	Cdk5 activator-like protein
34386	7227	FBgn0267365	l(2)SH0834	lethal (2) SH0834
34387	7227	FBgn0032216	Usp14	Ubiquitin specific protease 14
34388	7227	FBgn0032217	CG4972	-
34389	7227	FBgn0032218	CG5381	-
34390	7227	FBgn0032219	CG4995	-
34392	7227	FBgn0011703	RnrL	Ribonucleoside diphosphate reductase large subunit
34393	7227	FBgn0032221	CG5375	-
34394	7227	FBgn0032222	CG5037	-
34395	7227	FBgn0032223	GATAd	-
34396	7227	FBgn0019932	SamDC	S-adenosylmethionine decarboxylase
34397	7227	FBgn0032224	Sps2	Selenophosphate synthetase 2
34398	7227	FBgn0032225	CG5022	-
34401	7227	FBgn0032228	CG5367	-
34402	7227	FBgn0032229	CG5045	-
34403	7227	FBgn0027568	Cand1	Cullin-associated and neddylation-dissociated 1
34404	7227	FBgn0003087	pim	pimples
34405	7227	FBgn0032230	lft	lowfat
34406	7227	FBgn0032231	CG5056	-
34408	7227	FBgn0032233	dpr19	defective proboscis extension response 19
34409	7227	FBgn0032234	gny	garnysstan
34410	7227	FBgn0032235	CG5096	-
34411	7227	FBgn0004106	Cdk1	Cyclin-dependent kinase 1
34412	7227	FBgn0032236	mRpS7	mitochondrial ribosomal protein S7
34413	7227	FBgn0267821	da	daughterless
34414	7227	FBgn0262782	Mdh1	Malate dehydrogenase 1
34416	7227	FBgn0051716	Cnot4	Cnot 4 homologue
34419	7227	FBgn0025366	Ip259	Intronic Protein 259
34420	7227	FBgn0003942	RpS27A	Ribosomal protein S27A
34421	7227	FBgn0032242	CG5355	-
34422	7227	FBgn0032243	Klp31E	Kinesin-like protein at 31E
34423	7227	FBgn0032244	RfC3	Replication factor C subunit 3
34425	7227	FBgn0032246	CG5168	-
34426	7227	FBgn0262601	SmB	Small ribonucleoprotein particle protein SmB
34427	7227	FBgn0267330	KdelR	KDEL receptor
34428	7227	FBgn0032247	CG5188	-
34429	7227	FBgn0032248	Bug22	Basal body up regulated gene 22 ortholog
34430	7227	FBgn0004915	TfIIB	Transcription factor IIB
34431	7227	FBgn0032249	CG5337	-
34432	7227	FBgn0032250	holn1	hole-in-one
34433	7227	FBgn0027052	CHIP	CHIP ortholog
34434	7227	FBgn0032251	Nse4	Non-SMC element 4
34435	7227	FBgn0032252	loh	lonely heart
34436	7227	FBgn0032253	LManI	Lysosomal alpha-mannosidase I
34437	7227	FBgn0027611	LManII	Lysosomal alpha-mannosidase II
34438	7227	FBgn0051719	RluA-1	-
34440	7227	FBgn0032256	RluA-2	-
34441	7227	FBgn0026431	Grip75	-
34442	7227	FBgn0032258	CG7456	-
34443	7227	FBgn0032259	CG6144	-
34444	7227	FBgn0032260	CG13144	-
34445	7227	FBgn0086347	Myo31DF	Myosin 31DF
34446	7227	FBgn0032261	CG6094	-
34447	7227	FBgn0032262	CG7384	-
34449	7227	FBgn0010398	Lrr47	Leucine-rich repeat 47
34450	7227	FBgn0032264	Lip4	Lipase 4
34451	7227	FBgn0032265	CG18301	-
34452	7227	FBgn0032266	CG18302	-
34453	7227	FBgn0051721	Trim9	Tripartite motif containing 9
34454	7227	FBgn0032268	CG6138	-
34455	7227	FBgn0032269	w-cup	world cup
34457	7227	FBgn0032271	CG7329	-
34458	7227	FBgn0051872	CG31872	-
34460	7227	FBgn0043825	CG18284	-
34461	7227	FBgn0265264	CG17097	-
34462	7227	FBgn0032276	CG17098	-
34463	7227	FBgn0051871	CG31871	-
34465	7227	FBgn0040496	CG17104	-
34466	7227	FBgn0032280	CG17105	-
34467	7227	FBgn0032281	CG17107	-
34468	7227	FBgn0032282	CG7299	-
34469	7227	FBgn0032283	CG7296	-
34470	7227	FBgn0032284	CG7294	-
34471	7227	FBgn0032285	CG17108	-
34472	7227	FBgn0032286	CG7300	-
34474	7227	FBgn0032287	CG6415	-
34476	7227	FBgn0032289	CG6431	-
34477	7227	FBgn0032290	CG6443	-
34478	7227	FBgn0032291	CG17118	-
34479	7227	FBgn0032292	EMC3	ER Membrane protein Complex 3
34480	7227	FBgn0032293	Dpy-30L1	Dpy-30-like 1
34481	7227	FBgn0027868	Nup107	Nucleoporin 107kD
34482	7227	FBgn0032294	Vha16-5	Vacuolar H[+] ATPase 16kD subunit 5
34483	7227	FBgn0032295	CG12299	-
34484	7227	FBgn0032296	CG6729	-
34485	7227	FBgn0032297	CG17124	-
34486	7227	FBgn0027550	CG6495	-
34487	7227	FBgn0015320	Ubc2	Ubiquitin conjugating enzyme 2
34488	7227	FBgn0032298	CG6724	-
34489	7227	FBgn0032299	CG17127	-
34490	7227	FBgn0051869	CG31869	-
34493	7227	FBgn0032303	CG6508	-
34494	7227	FBgn0032304	CG17134	-
34495	7227	FBgn0011676	Nos	Nitric oxide synthase
34496	7227	FBgn0032305	CG6700	-
34497	7227	FBgn0260454	CG17139	-
34499	7227	FBgn0069354	Porin2	-
34500	7227	FBgn0004363	porin	-
34502	7227	FBgn0262599	CG43129	-
34503	7227	FBgn0027453	Dnz1	DNZDHHC/NEW1 zinc finger protein 11
34504	7227	FBgn0024227	aurB	aurora B
34505	7227	FBgn0027363	Stam	Signal transducing adaptor molecule
34506	7227	FBgn0032311	CG12517	-
34507	7227	FBgn0032312	CG14071	-
34508	7227	FBgn0032313	CG14070	-
34509	7227	FBgn0032314	CG7309	-
34510	7227	FBgn0032315	CG14069	-
34513	7227	FBgn0032318	CG14072	-
34514	7227	FBgn0053129	CG33129	-
34516	7227	FBgn0032321	YL-1	-
34517	7227	FBgn0032322	CG16743	-
34519	7227	FBgn0041781	SCAR	-
34521	7227	FBgn0004872	piwi	-
34524	7227	FBgn0000146	aub	aubergine
34526	7227	FBgn0015756	RpL9	Ribosomal protein L9
34527	7227	FBgn0021761	Nup154	Nucleoporin 154kD
34528	7227	FBgn0032329	Art8	Arginine methyltransferase 8
34529	7227	FBgn0250837	dUTPase	Deoxyuridine triphosphatase
34530	7227	FBgn0032330	Samuel	SAM-motif ubiquitously expressed punctatedly localized protein
34531	7227	FBgn0023415	Acp32CD	Accessory gland protein 32CD
34532	7227	FBgn0032331	CG14913	-
34536	7227	FBgn0032335	CG14915	-
34537	7227	FBgn0032336	AstC	Allatostatin C
34538	7227	FBgn0032337	AstCC	Allatostatin double C
34539	7227	FBgn0032338	CG16854	-
34540	7227	FBgn0032339	CG4705	-
34541	7227	FBgn0032340	Ge-1	Ge-1 ortholog (H. sapiens)
34542	7227	FBgn0032341	Reps	-
34543	7227	FBgn0261983	l(2)gd1	lethal (2) giant discs 1
34544	7227	FBgn0032343	CG6201	-
34545	7227	FBgn0041246	Gr32a	Gustatory receptor 32a
34546	7227	FBgn0027582	CG6230	-
34547	7227	FBgn0032345	CG14921	-
34548	7227	FBgn0032346	Csl4	-
34549	7227	FBgn0262647	Nup160	Nucleoporin 160kD
34550	7227	FBgn0028700	RfC38	Replication factor C 38kD subunit
34551	7227	FBgn0032348	CG4751	-
34552	7227	FBgn0040211	hgo	homogentisate 1,2-dioxygenase
34553	7227	FBgn0010197	Gyc32E	Guanyl cyclase at 32E
34554	7227	FBgn0032350	CG6287	-
34557	7227	FBgn0259822	Ca-beta	Ca2+-channel-protein-beta-subunit
34558	7227	FBgn0014076	Vm32E	Vitelline membrane 32E
34559	7227	FBgn0032354	CG4788	-
34560	7227	FBgn0264442	ab	abrupt
34564	7227	FBgn0032358	Ppt2	Palmitoyl-protein Thioesterase 2
34565	7227	FBgn0020270	mre11	meiotic recombination 11
34566	7227	FBgn0032359	Osi21	Osiris 21
34567	7227	FBgn0032360	CG14926	-
34568	7227	FBgn0000287	salr	spalt-related
34569	7227	FBgn0261648	salm	spalt major
34570	7227	FBgn0003313	sala	spalt-adjacent
34571	7227	FBgn0032361	CG6488	-
34572	7227	FBgn0032362	spz4	spatzle 4
34573	7227	FBgn0032363	CG6509	-
34576	7227	FBgn0032366	CG14930	-
34577	7227	FBgn0028490	CG31705	-
34578	7227	FBgn0028412	Mst33A	-
34581	7227	FBgn0032368	spag4	sperm-associated antigen 4
34582	7227	FBgn0015400	kek2	kekkon-2
34583	7227	FBgn0032369	CG6614	-
34584	7227	FBgn0032370	CG12307	-
34585	7227	FBgn0032371	CG4983	-
34586	7227	FBgn0032372	CG4988	-
34587	7227	FBgn0032373	Vha100-5	Vacuolar H[+] ATPase 100kD subunit 5
34588	7227	FBgn0032374	CG14931	-
34589	7227	FBgn0032375	CG14932	-
34590	7227	FBgn0032376	Tsp33B	Tetraspanin 33B
34591	7227	FBgn0032377	CG14937	-
34592	7227	FBgn0020309	crol	crooked legs
34593	7227	FBgn0032378	CycY	Cyclin Y
34594	7227	FBgn0264815	Pde1c	-
34595	7227	FBgn0000588	esc	extra sexcombs
34597	7227	FBgn0032381	Mal-B1	Maltase B1
34598	7227	FBgn0032382	Mal-B2	Maltase B2
34601	7227	FBgn0026392	Or33a	Odorant receptor 33a
34602	7227	FBgn0026391	Or33b	Odorant receptor 33b
34603	7227	FBgn0026390	Or33c	Odorant receptor 33c
34604	7227	FBgn0005664	Crys	Crystallin
34605	7227	FBgn0032385	CG16964	-
34607	7227	FBgn0032387	CG16965	-
34608	7227	FBgn0032388	CG6686	-
34609	7227	FBgn0261266	zuc	zucchini
34610	7227	FBgn0032390	dgt2	dim gamma-tubulin 2
34611	7227	FBgn0032391	escl	-
34613	7227	FBgn0032393	CG12264	-
34614	7227	FBgn0032394	CG6746	-
34615	7227	FBgn0014019	Rh5	Rhodopsin 5
34616	7227	FBgn0032395	CG6734	-
34618	7227	FBgn0032397	Tom70	Translocase of outer membrane 70
34619	7227	FBgn0032398	CG6766	-
34620	7227	FBgn0032399	CG6785	-
34621	7227	FBgn0032400	CG6770	-
34622	7227	FBgn0032401	Plzf	Promyelocytic leukemia zinc finger ortholog
34623	7227	FBgn0032402	CG14945	-
34624	7227	FBgn0028425	JhI-21	-
34625	7227	FBgn0032404	RpL7-like	Ribosomal protein L7-like
34626	7227	FBgn0027505	Rab3-GAP	Rab3 GTPase activating protein
34627	7227	FBgn0032405	CG14946	-
34628	7227	FBgn0032406	CG14947	-
34629	7227	FBgn0003145	prd	paired
34630	7227	FBgn0032407	Pex19	Peroxin 19
34631	7227	FBgn0032408	CG6712	-
34632	7227	FBgn0028707	Mt2	Methyltransferase 2
34633	7227	FBgn0032409	Ced-12	-
34634	7227	FBgn0029137	Patsas	-
34636	7227	FBgn0015797	Rab6	-
34637	7227	FBgn0263234	Phae1	Phaedra 1
34638	7227	FBgn0263235	Phae2	Phaedra 2
34639	7227	FBgn0032414	CG17211	-
34640	7227	FBgn0032415	rho-6	rhomboid-6
34641	7227	FBgn0032416	Gr33a	Gustatory receptor 33a
34642	7227	FBgn0051760	CG31760	-
34644	7227	FBgn0032419	CG17217	-
34645	7227	FBgn0032420	CG6583	-
34646	7227	FBgn0032421	crok	crooked
34647	7227	FBgn0032422	atilla	-
34648	7227	FBgn0000114	aret	arrest
34650	7227	FBgn0032424	CG17010	-
34651	7227	FBgn0041195	Pkd2	Polycystic kidney disease 2 ortholog (H. sapiens)
34652	7227	FBgn0043841	vir-1	virus-induced RNA 1
34654	7227	FBgn0032428	CG6405	-
34655	7227	FBgn0032429	CG5446	-
34656	7227	FBgn0032430	CG6388	-
34657	7227	FBgn0032431	CG5435	-
34658	7227	FBgn0020443	Elf	Ef1alpha-like factor
34660	7227	FBgn0032433	Oatp33Ea	Organic anion transporting polypeptide 33Ea
34661	7227	FBgn0032434	CG5421	-
34662	7227	FBgn0032435	Oatp33Eb	Organic anion transporting polypeptide 33Eb
34663	7227	FBgn0032436	CG5418	-
34665	7227	FBgn0259176	bun	bunched
34667	7227	FBgn0032439	Ref2	RNA and export factor binding protein 2
34669	7227	FBgn0085424	nub	nubbin
34671	7227	FBgn0032442	CG15485	-
34673	7227	FBgn0004394	pdm2	POU domain protein 2
34674	7227	FBgn0032444	CG5525	-
34675	7227	FBgn0032445	CG6153	-
34676	7227	FBgn0032446	CG5780	-
34677	7227	FBgn0032447	PICK1	Protein interacting with C kinase 1
34678	7227	FBgn0032448	CG5781	-
34679	7227	FBgn0032449	CG17036	-
34680	7227	FBgn0032450	CG5776	-
34681	7227	FBgn0032451	spict	spichthyin
34682	7227	FBgn0032452	CG15484	-
34683	7227	FBgn0032453	CG6180	-
34684	7227	FBgn0032454	CG5787	-
34685	7227	FBgn0032455	Pih1D1	-
34686	7227	FBgn0032456	MRP	Multidrug-Resistance like Protein 1
34687	7227	FBgn0032457	CG15483	-
34688	7227	FBgn0015399	kek1	kekkon-1
34689	7227	FBgn0040508	ACXC	-
34693	7227	FBgn0032462	CG16800	-
34695	7227	FBgn0032464	Vha68-3	Vacuolar H[+] ATPase 68kD subunit 3
34696	7227	FBgn0032465	CG12404	-
34699	7227	FBgn0032467	CG9934	-
34700	7227	FBgn0028965	A16	-
34701	7227	FBgn0262160	CG9932	-
34702	7227	FBgn0032470	CG5142	-
34703	7227	FBgn0032471	CG5122	-
34704	7227	FBgn0032472	CG9928	-
34705	7227	FBgn0028410	Pk34A	-
34706	7227	FBgn0032473	CG5204	-
34707	7227	FBgn0032474	DnaJ-H	DnaJ homolog
34708	7227	FBgn0024291	Sirt1	Sirtuin 1
34709	7227	FBgn0032475	Sfmbt	Scm-related gene containing four mbt domains
34710	7227	FBgn0032476	CG5439	-
34711	7227	FBgn0032477	CG5287	-
34712	7227	FBgn0032478	CG5458	-
34713	7227	FBgn0032479	CG16974	-
34714	7227	FBgn0032480	Edem2	ER degradation enhancer, mannosidase alpha-like 2
34715	7227	FBgn0032481	CG16972	-
34716	7227	FBgn0032482	Pect	Phosphoethanolamine cytidylyltransferase
34717	7227	FBgn0032483	CG15482	-
34718	7227	FBgn0032484	kek4	kekkon4
34719	7227	FBgn0032485	CG9426	-
34720	7227	FBgn0032486	CG5705	-
34721	7227	FBgn0032487	Ski6	-
34722	7227	FBgn0032488	CG16812	-
34723	7227	FBgn0032489	CG15480	-
34724	7227	FBgn0032490	CG16813	-
34725	7227	FBgn0032491	CG16815	-
34726	7227	FBgn0032492	Prosalpha6T	Proteasome alpha6 subunit, Testis-specific
34727	7227	FBgn0032493	Mabi	Mabiki
34728	7227	FBgn0027586	CG5867	-
34729	7227	FBgn0032494	CG5945	-
34730	7227	FBgn0032495	CG16820	-
34731	7227	FBgn0051728	CG31728	-
34732	7227	FBgn0264894	CG44085	-
34734	7227	FBgn0028406	Drep4	DNA fragmentation factor-related protein 4
34735	7227	FBgn0032499	Uvrag	UV-resistance associated gene
34736	7227	FBgn0051729	CG31729	-
34738	7227	FBgn0264308	CG43778	-
34739	7227	FBgn0032503	CG16825	-
34741	7227	FBgn0032505	CG16826	-
34742	7227	FBgn0032506	CG9395	-
34743	7227	FBgn0032507	CG9377	-
34745	7227	FBgn0032509	CG6523	-
34747	7227	FBgn0032511	ND-B22	NADH dehydrogenase (ubiquinone) B22 subunit
34748	7227	FBgn0032512	CG9305	-
34749	7227	FBgn0032513	CG6565	-
34750	7227	FBgn0032514	CG9302	-
34751	7227	FBgn0032515	loqs	loquacious
34752	7227	FBgn0032516	CG9293	-
34753	7227	FBgn0032517	CG7099	-
34754	7227	FBgn0032518	RpL24	Ribosomal protein L24
34755	7227	FBgn0032519	CG16957	-
34756	7227	FBgn0032520	CG10859	-
34757	7227	FBgn0032521	CG7110	-
34758	7227	FBgn0003983	Vm34Ca	Vitelline membrane 34Ca
34759	7227	FBgn0032522	CG16848	-
34760	7227	FBgn0032523	CG16956	-
34761	7227	FBgn0026760	Tehao	-
34762	7227	FBgn0032524	CG9267	-
34763	7227	FBgn0032525	Hsp60D	-
34764	7227	FBgn0261992	CG42810	-
34767	7227	FBgn0023407	B4	-
34768	7227	FBgn0028943	CG15638	-
34769	7227	FBgn0028942	CG16852	-
34770	7227	FBgn0032530	CG9263	-
34771	7227	FBgn0028941	CG16853	-
34772	7227	FBgn0259984	kuz	kuzbanian
34773	7227	FBgn0028513	CG9254	-
34774	7227	FBgn0028546	ics	icarus
34775	7227	FBgn0028527	CG18507	-
34776	7227	FBgn0028848	CG7311	-
34777	7227	FBgn0028847	CG9014	-
34778	7227	FBgn0028541	TM9SF4	Transmembrane 9 superfamily protein member 4
34779	7227	FBgn0028540	CG9008	-
34780	7227	FBgn0024846	p38b	p38b MAP kinase
34781	7227	FBgn0028932	CG16890	-
34783	7227	FBgn0028539	CG31731	-
34784	7227	FBgn0028931	CG16863	-
34785	7227	FBgn0028538	Sec71	Sec71 ortholog (S. cerevisiae)
34786	7227	FBgn0027844	CAH1	Carbonic anhydrase 1
34787	7227	FBgn0028658	Adat1	Adenosine deaminase, tRNA-specific 1
34788	7227	FBgn0028919	CG16865	-
34789	7227	FBgn0032533	CG16888	-
34790	7227	FBgn0001965	Sos	Son of sevenless
34791	7227	FBgn0000153	b	black
34792	7227	FBgn0004406	tam	tamas
34793	7227	FBgn0001961	Arpc1	Actin-related protein 2/3 complex, subunit 1
34794	7227	FBgn0015271	Orc5	Origin recognition complex subunit 5
34796	7227	FBgn0026373	RpII33	RNA polymerase II 33kD subunit
34799	7227	FBgn0028920	CG8997	-
34800	7227	FBgn0028534	CG7916	-
34801	7227	FBgn0028533	CG7953	-
34802	7227	FBgn0028532	CG7968	-
34803	7227	FBgn0028509	CenG1A	Centaurin gamma 1A
34804	7227	FBgn0019890	Smg5	-
34805	7227	FBgn0012037	Ance	Angiotensin converting enzyme
34806	7227	FBgn0032535	Ance-2	-
34807	7227	FBgn0025115	Acyp	Acylphosphatase
34808	7227	FBgn0032536	Ance-3	-
34809	7227	FBgn0028938	CG16886	-
34811	7227	FBgn0032538	CG16885	-
34812	7227	FBgn0028544	CG16884	-
34813	7227	FBgn0027929	NimB1	Nimrod B1
34814	7227	FBgn0028542	NimB4	Nimrod B4
34815	7227	FBgn0028936	NimB5	Nimrod B5
34816	7227	FBgn0259896	NimC1	Nimrod C1
34817	7227	FBgn0028940	Cyp28a5	-
34818	7227	FBgn0028939	NimC2	Nimrod C2
34819	7227	FBgn0003255	rk	rickets
34822	7227	FBgn0028519	CG4500	-
34823	7227	FBgn0028872	CG18095	-
34824	7227	FBgn0260011	NimC4	Nimrod C4
34826	7227	FBgn0028875	nAChRalpha5	nicotinic Acetylcholine Receptor alpha5
34827	7227	FBgn0028904	CG16879	-
34828	7227	FBgn0028526	CG15293	-
34829	7227	FBgn0028906	CG17341	-
34830	7227	FBgn0263038	CG43333	-
34831	7227	FBgn0016930	Dyrk2	Dual-specificity tyrosine phosphorylation-regulated kinase 2
34833	7227	FBgn0261529	ms(2)34Fe	male sterile (2) 34Fe
34834	7227	FBgn0028531	CG15286	-
34835	7227	FBgn0028916	CG33090	-
34836	7227	FBgn0264253	Send2	Spermathecal endopeptidase 2
34837	7227	FBgn0028530	mTTF	mitochondrial transcription termination factor
34838	7227	FBgn0261534	l(2)34Fc	lethal (2) 34Fc
34839	7227	FBgn0261535	l(2)34Fd	lethal (2) 34Fd
34840	7227	FBgn0015791	Rab14	-
34842	7227	FBgn0015546	spel1	spellchecker1
